X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class,Width,Height,Aspect_Ratio,BBox_Area,Center_X,Center_Y,BBox_Perimeter,Luminosity_Range,Avg_Luminosity,Luminosity_Density,Pixel_Density,Perimeter_Total,Perimeter_Efficiency,Area_Perimeter_Ratio,XY_Perimeter_Ratio,Compactness,Extent,Solidity,Size_Luminosity,Position_Score,Shape_Complexity,Steel_Size_A300,Steel_Size_A400
599,604,1645544,1645548,16,5,4,2046,109,149,1360,0,1,50,0.8809,0.2,0.8,0.0037,1.0,1.0,0.0,1.2041,0.699,0.6021,-0.2,-0.001,0.1322,Stains,5,4,1.0,20,601.5,1645546.0,18,40,120.3529411764706,97.42857142857143,0.7619047619047619,9,0.47368421052631576,1.6,1.0,2.451974754021302,0.7619047619047619,0.8,1925.6470588235295,989.795919,7.928100000000001,0,16
1236,1242,1667032,1667036,17,6,4,2167,109,144,1360,0,1,50,0.1735,0.2917,0.6667,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.6021,-0.3333,-0.0041,0.1353,Stains,6,4,1.2,24,1239.0,1667034.0,20,35,120.38888888888889,86.68,0.68,10,0.47619047619047616,1.5454545454545454,1.2,2.1151316875654054,0.68,0.7082999999999999,2046.611111111111,2065.455126,1.7349999999999999,0,17
1235,1241,1681980,1681985,19,7,6,2420,120,140,1358,0,1,50,0.1723,0.3667,0.8333,0.0044,0.8571,0.8333,0.0,1.2787,0.7782,0.699,-0.1667,-0.0049,0.14,Stains,6,5,1.0,30,1238.0,1681982.5,22,20,121.0,78.06451612903226,0.6129032258064516,13,0.5652173913043478,1.3571428571428572,1.0,1.4044767157224958,0.6129032258064516,0.6333,2299.0,2082.294335,2.2399,0,19
299,309,1692615,1692621,21,15,7,2683,120,141,1360,0,1,50,0.4397,0.65,0.6,0.0074,0.6667,0.8571,0.0,1.3222,1.0,0.7782,-0.4,-0.0019,0.1659,Stains,10,6,1.4285714285714286,60,304.0,1692618.0,32,21,121.95454545454545,43.98360655737705,0.3442622950819672,22,0.6666666666666666,0.9130434782608695,1.875,0.5441108925805003,0.3442622950819672,0.35,2561.0454545454545,514.555872,9.673399999999999,0,21
1273,1281,1709863,1709871,26,9,8,3341,120,141,1358,0,1,50,0.1134,0.5938,1.0,0.0059,0.8889,1.0,0.5,1.415,0.9031,0.9031,0.0,0.0039,0.1696,Stains,8,8,0.8888888888888888,64,1277.0,1709867.0,32,21,123.74074074074075,51.4,0.4,17,0.5151515151515151,1.4444444444444444,1.0,1.126640124045995,0.4,0.4062,3217.2592592592596,2183.500159,1.9278,0,26
1140,1148,1733269,1733276,26,13,7,3431,123,143,1360,0,1,50,0.3118,0.5357,0.875,0.0059,0.6154,1.0,0.0,1.415,0.9031,0.8451,-0.125,0.031,0.1622,Stains,8,7,1.0,56,1144.0,1733272.5,30,20,127.07407407407408,60.19298245614035,0.45614035087719296,20,0.6451612903225806,1.2380952380952381,1.625,0.814777147065682,0.45614035087719296,0.46430000000000005,3303.925925925926,1982.86374,6.236000000000001,0,26
299,309,1738808,1738812,19,10,7,2351,116,134,1360,0,1,50,0.4397,0.525,0.4,0.0074,1.0,0.5714,0.0,1.2787,1.0,0.6021,-0.6,-0.0333,0.1483,Stains,10,4,2.0,40,304.0,1738810.0,28,18,117.55,57.34146341463415,0.4634146341463415,17,0.5862068965517241,1.0555555555555556,1.25,0.8233139368028423,0.4634146341463415,0.475,2233.45,528.59824,7.4749,0,19
1121,1128,1789332,1789337,17,9,6,2240,115,150,1360,0,1,50,0.3412,0.5143,0.7143,0.0052,0.7778,0.8333,0.0,1.2305,0.8451,0.699,-0.2857,0.0294,0.1441,Stains,7,5,1.1666666666666667,35,1124.5,1789334.5,24,35,124.44444444444444,62.22222222222222,0.4722222222222222,15,0.6,1.0625,1.2857142857142858,0.9452579665668405,0.4722222222222222,0.4857,2115.5555555555557,2012.10664525,5.118,0,17
543,548,1819724,1819728,16,5,4,2028,111,143,1360,0,1,50,0.7985,0.2,0.8,0.0037,1.0,1.0,0.0,1.2041,0.699,0.6021,-0.2,-0.0098,0.1322,Stains,5,4,1.0,20,545.5,1819726.0,18,32,119.29411764705883,96.57142857142857,0.7619047619047619,9,0.47368421052631576,1.6,1.0,2.451974754021302,0.7619047619047619,0.8,1908.7058823529412,992.660533,7.1865,0,16
1213,1219,1962342,1962347,16,9,6,2076,123,141,1358,0,1,50,0.2047,0.4667,0.8333,0.0044,0.6667,0.8333,0.0,1.2041,0.7782,0.699,-0.1667,0.0137,0.14,Stains,6,5,1.0,30,1216.0,1962344.5,22,18,122.11764705882354,66.96774193548387,0.5161290322580645,15,0.6521739130434783,1.0,1.2857142857142858,0.889654556768791,0.5161290322580645,0.5333,1953.8823529411766,2386.210912,3.0705,0,16
1325,1339,30207,30238,268,29,31,25809,79,124,1353,0,1,120,0.0207,0.3825,0.4516,0.0104,0.4828,1.0,1.0,2.4281,1.1461,1.4914,0.5484,-0.2476,0.7065,Dirtiness,14,31,0.4375,434,1332.0,30222.5,90,45,95.94423791821562,59.33103448275862,0.6160919540229886,60,0.6593406593406593,4.39344262295082,0.90625,0.9352366910992108,0.6160919540229886,0.6174999999999999,25713.055762081785,40.25637,1.242,0,268
1,16,55572,55629,370,48,62,39293,27,119,1353,0,1,120,0.0015,0.5673,0.2632,0.0111,0.3125,0.9194,1.0,2.5682,1.1761,1.7559,0.7368,-0.1703,0.9755,Dirtiness,15,57,0.25862068965517243,855,8.5,55600.5,144,92,105.911051212938,45.90303738317757,0.4322429906542056,110,0.7586206896551724,3.3333333333333335,0.7619047619047619,0.3842291651361783,0.4322429906542056,0.4327,39187.08894878706,0.47260425,0.165,0,370
1323,1333,68445,68506,330,48,61,33449,90,119,1353,0,1,120,0.0296,0.459,0.1639,0.0074,0.2083,1.0,1.0,2.5185,1.0,1.7853,0.8361,-0.2081,0.8861,Dirtiness,10,61,0.16129032258064516,610,1328.0,68475.5,142,29,101.05438066465257,54.744680851063826,0.5400981996726678,109,0.7622377622377622,3.0,0.7741935483870968,0.34900709499566795,0.5400981996726678,0.5409999999999999,33347.94561933535,90.935464,3.2264,0,330
1324,1333,75642,75681,207,25,39,21354,93,124,1353,0,1,120,0.0296,0.4103,0.2308,0.0066,0.36,1.0,1.0,2.316,0.9542,1.5911,0.7692,-0.1941,0.5805,Dirtiness,9,39,0.225,351,1328.5,75661.5,96,31,102.66346153846153,60.66477272727273,0.5880681818181818,64,0.6597938144329897,3.1846153846153844,0.625,0.6349130381187085,0.5880681818181818,0.5897,21251.33653846154,100.51630275,1.8944,0,207
1324,1335,97132,97213,594,55,81,61608,93,125,1353,0,1,120,0.0266,0.3333,0.1358,0.0081,0.2,1.0,1.0,2.7738,1.0414,1.9085,0.8642,-0.1897,0.9806,Dirtiness,11,81,0.13414634146341464,891,1329.5,97172.5,184,32,103.54285714285714,69.06726457399103,0.6659192825112108,136,0.7351351351351352,4.335766423357664,0.6707317073170732,0.40354782640046216,0.6659192825112108,0.6667000000000001,61504.45714285714,129.19083875,3.6176,0,594
50,71,143784,143858,578,73,90,67901,100,132,1353,0,1,120,0.0739,0.6281,0.2838,0.0155,0.2877,0.8222,1.0,2.7619,1.3222,1.8692,0.7162,-0.0822,0.9998,Dirtiness,21,74,0.28,1554,60.5,143821.0,190,32,117.27288428324698,43.66623794212219,0.37170418006430866,163,0.8534031413612565,3.524390243902439,0.8021978021978022,0.2733670385810915,0.37170418006430866,0.3719,67783.72711571676,8.7011705,12.045699999999998,0,578
828,836,128854,128981,788,78,127,83011,86,125,1687,0,1,50,0.9816,0.2244,0.063,0.0047,0.1026,1.0,1.0,2.8965,0.9031,2.1038,0.937,-0.177,0.9915,Dirtiness,8,127,0.0625,1016,832.0,128917.5,270,39,105.21039290240812,81.62340216322517,0.7748279252704031,205,0.7564575645756457,3.825242718446602,0.609375,0.2356231866966884,0.7748279252704031,0.7756000000000001,82905.7896070976,107.25936,201.228,0,788
1324,1330,1543653,1543689,145,23,36,16920,108,127,1352,0,1,40,0.0325,0.3287,0.1667,0.0044,0.2609,1.0,1.0,2.1614,0.7782,1.5563,0.8333,-0.0884,0.3601,Dirtiness,6,36,0.16216216216216217,216,1327.0,1543671.0,84,19,115.89041095890411,77.97235023041475,0.6682027649769585,59,0.6941176470588235,2.4166666666666665,0.6216216216216216,0.5232980296042734,0.6682027649769585,0.6713,16804.109589041098,2048.451417,1.9175,0,145
1325,1332,1564451,1564476,97,19,25,11608,111,133,1354,0,1,40,0.0325,0.4457,0.28,0.0052,0.3684,1.0,1.0,1.9868,0.8451,1.3979,0.72,-0.0651,0.2998,Dirtiness,7,25,0.2692307692307692,175,1328.5,1564463.5,64,22,118.44897959183673,65.95454545454545,0.5511363636363636,44,0.676923076923077,2.1555555555555554,0.7307692307692307,0.6292916621542797,0.5511363636363636,0.5543,11489.551020408164,2078.38975975,1.4300000000000002,0,97
1326,1333,1581921,1581956,139,27,35,16441,110,132,1354,0,1,40,0.031,0.4326,0.2,0.0052,0.2593,1.0,1.0,2.143,0.8451,1.5441,0.8,-0.0759,0.4057,Dirtiness,7,35,0.19444444444444445,245,1329.5,1581938.5,84,22,117.43571428571428,66.83333333333333,0.5650406504065041,62,0.7294117647058823,2.2063492063492065,0.75,0.45428491947878413,0.5650406504065041,0.5674,16323.564285714285,2103.18723575,1.922,0,139
1325,1332,1599135,1599173,175,30,38,21073,111,133,1354,0,1,40,0.0325,0.3421,0.1842,0.0052,0.2333,1.0,1.0,2.243,0.8451,1.5798,0.8158,-0.0592,0.4399,Dirtiness,7,38,0.1794871794871795,266,1328.5,1599154.0,90,22,119.73295454545455,78.9250936329588,0.6554307116104869,68,0.7472527472527473,2.536231884057971,0.7692307692307693,0.47548429351629296,0.6554307116104869,0.6578999999999999,20953.267045454544,2124.476089,2.21,0,175
1327,1332,1647908,1647954,144,20,47,17271,110,132,1354,0,1,40,0.0325,0.3739,0.1087,0.0037,0.25,0.9787,1.0,2.1584,0.699,1.6628,0.8913,-0.063,0.3819,Dirtiness,5,46,0.10638297872340426,230,1329.5,1647931.0,102,22,119.1103448275862,74.76623376623377,0.6233766233766234,67,0.6504854368932039,2.1176470588235294,0.4166666666666667,0.4030194584560626,0.6233766233766234,0.6261,17151.889655172414,2190.9242645,2.1775,0,144
1330,1334,1668998,1669028,73,15,30,8549,109,127,1358,0,1,40,0.0353,0.3917,0.1333,0.003,0.2667,1.0,1.0,1.8633,0.6021,1.4771,0.8667,-0.0851,0.2288,Dirtiness,4,30,0.12903225806451613,120,1332.0,1669013.0,68,18,115.52702702702703,70.65289256198348,0.6033057851239669,45,0.6521739130434783,1.5869565217391304,0.4838709677419355,0.45278630545321796,0.6033057851239669,0.6083000000000001,8433.472972972973,2223.125316,1.5884999999999998,0,73
1329,1334,1682919,1682947,89,16,28,10584,110,134,1356,0,1,40,0.0325,0.3643,0.1786,0.0037,0.3125,1.0,1.0,1.9494,0.699,1.4472,0.8214,-0.0709,0.2532,Dirtiness,5,28,0.1724137931034483,140,1331.5,1682933.0,66,24,117.6,75.06382978723404,0.6312056737588653,44,0.6567164179104478,1.9777777777777779,0.5517241379310345,0.5773913188838237,0.6312056737588653,0.6356999999999999,10466.4,2240.8252895,1.4300000000000002,0,89
1327,1332,1738096,1738114,72,15,18,8542,111,132,1358,0,1,40,0.0383,0.2,0.2778,0.0037,0.3333,1.0,1.0,1.8573,0.699,1.2553,0.7222,-0.0731,0.1954,Dirtiness,5,18,0.2631578947368421,90,1329.5,1738105.0,46,21,117.01369863013699,93.86813186813187,0.7912087912087912,33,0.7021276595744681,2.1176470588235294,0.7894736842105263,0.8300721873705141,0.7912087912087912,0.8,8424.986301369863,2310.8105975,1.2639,0,72
1328,1334,1772580,1772598,64,14,19,7486,111,126,1358,0,1,40,0.0353,0.4074,0.3333,0.0044,0.4286,0.9474,1.0,1.8062,0.7782,1.2553,0.6667,-0.0862,0.215,Dirtiness,6,18,0.3157894736842105,108,1331.0,1772589.0,48,15,115.16923076923077,68.6788990825688,0.5871559633027523,33,0.673469387755102,1.8823529411764706,0.7,0.7378419443293459,0.5871559633027523,0.5926,7370.830769230769,2359.315959,1.1648999999999998,0,64
1302,1308,2369532,2369561,115,18,29,14260,115,135,1352,0,1,40,0.0651,0.3391,0.2069,0.0044,0.3333,1.0,1.0,2.0607,0.7782,1.4624,0.7931,-0.0313,0.2984,Dirtiness,6,29,0.2,174,1305.0,2369546.5,70,20,122.93103448275862,81.48571428571428,0.6571428571428571,47,0.6619718309859155,2.3958333333333335,0.6,0.6539061631906358,0.6571428571428571,0.6609,14137.068965517241,3092.2581825,3.0597000000000003,0,115
1315,1321,2396372,2396392,58,15,20,7385,116,141,1352,0,1,40,0.0459,0.5167,0.3,0.0044,0.4,1.0,1.0,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,Dirtiness,6,20,0.2857142857142857,120,1318.0,2396382.0,52,25,125.16949152542372,61.03305785123967,0.4793388429752066,35,0.660377358490566,1.6111111111111112,0.7142857142857143,0.5944938789827341,0.4793388429752066,0.48329999999999995,7259.830508474576,3158.431476,1.6065,0,58
1310,1316,2413168,2413186,60,16,19,7112,110,127,1352,0,1,40,0.0532,0.4444,0.3333,0.0044,0.375,0.9474,1.0,1.7781,0.7782,1.2553,0.6667,-0.074,0.215,Dirtiness,6,18,0.3157894736842105,108,1313.0,2413177.0,48,17,116.59016393442623,65.24770642201835,0.5504587155963303,35,0.7142857142857143,1.6666666666666667,0.8,0.6149936679131731,0.5504587155963303,0.5556,6995.4098360655735,3168.501401,1.8619999999999999,0,60
1430,1466,5851552,5851560,134,47,13,17217,114,143,1650,1,0,69,0.223,0.5347,0.2222,0.0218,0.766,0.6154,0.0,2.1271,1.5563,0.9031,-0.7778,0.0038,0.4763,Dirtiness,36,8,4.0,288,1448.0,5851556.0,88,29,127.53333333333333,59.57439446366782,0.46366782006920415,60,0.6741573033707865,2.19672131147541,3.357142857142857,0.4676183455496054,0.46366782006920415,0.46530000000000005,17089.466666666667,8473.053088,13.38,134,0
1357,1373,5877663,5877670,52,20,8,6616,116,143,1652,1,0,69,0.3378,0.5357,0.4375,0.0097,0.8,0.875,0.0,1.716,1.2041,0.8451,-0.5625,-0.006,0.2195,Dirtiness,16,7,2.0,112,1365.0,5877666.5,46,27,124.83018867924528,58.54867256637168,0.46017699115044247,28,0.5957446808510638,1.793103448275862,2.2222222222222223,0.8324220024798433,0.46017699115044247,0.46430000000000005,6491.169811320755,8023.0147725,9.4584,52,0
1427,1455,5897947,5897955,123,29,13,15711,117,141,1652,1,0,69,0.2385,0.4509,0.2857,0.017,0.9655,0.6154,0.0,2.0899,1.4472,0.9031,-0.7143,-0.0021,0.3725,Dirtiness,28,8,3.111111111111111,224,1441.0,5897951.0,72,24,126.70161290322581,69.82666666666667,0.5466666666666666,42,0.5753424657534246,2.86046511627907,2.0714285714285716,0.8757300768080329,0.5466666666666666,0.5490999999999999,15584.298387096775,8498.947391,10.017,123,0
1421,1448,5921344,5921348,81,28,9,10329,113,141,1650,1,0,69,0.2448,0.25,0.1481,0.0164,0.9643,0.4444,0.0,1.9085,1.4314,0.6021,-0.8518,-0.0038,0.215,Dirtiness,27,4,5.4,108,1434.5,5921346.0,62,28,125.96341463414635,94.76146788990826,0.7431192660550459,37,0.5873015873015873,2.1315789473684212,2.8,0.7429751969073671,0.7431192660550459,0.75,10203.036585365853,8494.170837,9.057599999999999,81,0
1417,1437,5948468,5948472,56,26,6,7143,116,140,1652,1,0,69,0.2603,0.3,0.2,0.0121,0.7692,0.6667,0.0,1.7482,1.301,0.6021,-0.8,-0.0035,0.1852,Dirtiness,20,4,4.0,80,1427.0,5948470.0,48,24,125.3157894736842,88.18518518518519,0.691358024691358,32,0.6530612244897959,1.696969696969697,3.7142857142857144,0.6865529311259645,0.691358024691358,0.7,7017.684210526316,8488.46669,8.3296,56,0
1373,1395,5971611,5971616,68,24,9,8685,115,143,1650,1,0,69,0.3091,0.3818,0.2273,0.0133,0.9167,0.5556,0.0,1.8325,1.3424,0.699,-0.7727,-0.0022,0.2173,Dirtiness,22,5,3.6666666666666665,110,1384.0,5971613.5,54,28,125.8695652173913,78.24324324324324,0.6126126126126126,33,0.6,2.0,2.4,0.7839570658499301,0.6126126126126126,0.6182000000000001,8559.130434782608,8264.713084,10.2003,68,0
1444,1457,5996730,5996739,79,19,11,10188,116,140,1648,1,0,69,0.2318,0.3248,0.6923,0.0079,0.6842,0.8182,0.0,1.8976,1.1139,0.9542,-0.3077,0.0075,0.2253,Dirtiness,13,9,1.3,117,1450.5,5996734.5,44,24,127.35,86.33898305084746,0.6694915254237288,30,0.6666666666666666,2.5483870967741935,1.5833333333333333,1.1018238385509154,0.6694915254237288,0.6752,10060.65,8698.26339225,6.954000000000001,79,0
63,86,6245624,6245776,2028,129,157,188767,28,140,1696,1,0,69,0.0743,0.4199,0.1513,0.0136,0.1783,0.9682,1.0,3.3071,1.3617,2.1818,0.8487,-0.2728,1.0,Dirtiness,23,152,0.1503267973856209,3496,74.5,6245700.0,350,112,93.03449975357319,53.97969688304261,0.5799256505576208,286,0.8148148148148148,7.066202090592334,0.8164556962025317,0.3115590988168319,0.5799256505576208,0.5801000000000001,188673.9655002464,465.30465,21.2498,2028,0
123,132,785268,785285,78,15,17,11382,129,157,1658,1,0,143,0.1484,0.4902,0.5294,0.0054,0.6,1.0,1.0,1.8921,0.9542,1.2305,0.4706,0.14,0.2699,Dirtiness,9,17,0.5,153,127.5,785276.5,52,28,144.0759493670886,73.9090909090909,0.5064935064935064,32,0.6037735849056604,2.3636363636363638,0.8333333333333334,0.9562701540683077,0.5064935064935064,0.5098,11237.924050632912,100.12275375,4.7488,78,0
625,631,1934306,1934337,127,19,31,13897,99,125,1364,0,1,100,0.9164,0.3172,0.1936,0.0044,0.3158,1.0,1.0,2.1038,0.7782,1.4914,0.8065,-0.1451,0.3154,Dirtiness,6,31,0.1875,186,628.0,1934321.5,74,26,108.5703125,74.31550802139037,0.679144385026738,50,0.6666666666666666,2.4901960784313726,0.59375,0.6381163806571831,0.679144385026738,0.6828000000000001,13788.4296875,1214.753902,45.82,0,127
625,635,1954598,1954686,540,57,88,60109,95,127,1364,0,1,100,0.9164,0.3864,0.1136,0.0073,0.1754,1.0,1.0,2.7324,1.0,1.9445,0.8864,-0.1304,0.9792,Dirtiness,10,88,0.11235955056179775,880,630.0,1954642.0,196,32,111.10720887245841,68.22814982973894,0.6129398410896708,145,0.7360406091370558,3.6986301369863015,0.6404494382022472,0.3227356668769121,0.6129398410896708,0.6135999999999999,59997.892791127546,1231.42446,132.878,0,540
625,636,1970774,1970877,716,74,103,80541,97,134,1364,0,1,100,0.9164,0.3681,0.1068,0.0081,0.1487,1.0,1.0,2.8549,1.0414,2.0128,0.8932,-0.1212,0.9961,Dirtiness,11,103,0.10576923076923077,1133,630.5,1970825.5,228,37,112.33054393305439,71.02380952380952,0.6313932980599647,177,0.7729257641921398,4.022471910112359,0.7115384615384616,0.28718548866521443,0.6313932980599647,0.6319,80428.66945606694,1242.60547775,162.2028,0,716
625,635,1981388,1981483,571,68,95,64701,98,135,1364,0,1,100,0.9164,0.399,0.1053,0.0073,0.1471,1.0,1.0,2.7566,1.0,1.9777,0.8947,-0.1147,0.9869,Dirtiness,10,95,0.10416666666666667,950,630.0,1981435.5,210,37,113.11363636363636,68.03470031545741,0.6004206098843323,163,0.7725118483412322,3.481707317073171,0.7083333333333334,0.2700563651034658,0.6004206098843323,0.601,64587.88636363636,1248.304365,149.3732,0,571
625,636,1997356,1997506,1082,102,150,118721,94,132,1366,0,1,100,0.9151,0.3442,0.0733,0.0081,0.1078,1.0,1.0,3.0342,1.0414,2.1761,0.9267,-0.1428,0.9999,Dirtiness,11,150,0.0728476821192053,1650,630.5,1997431.0,322,38,109.62234533702677,71.90854027861901,0.6553603876438522,252,0.7801857585139319,4.276679841897233,0.6754966887417219,0.2141061806902862,0.6553603876438522,0.6557999999999999,118611.37765466297,1259.3802455,230.6052,0,1082
623,639,2003323,2003457,1004,99,134,125338,109,143,1362,0,1,100,0.9148,0.5317,0.1194,0.0117,0.1616,1.0,1.0,3.0017,1.2041,2.1271,0.8806,-0.0247,1.0,Dirtiness,16,134,0.11851851851851852,2144,631.0,2003390.0,300,34,124.71442786069652,58.432634032634034,0.46806526806526805,233,0.7740863787375415,4.2905982905982905,0.7333333333333333,0.23239337072788008,0.46806526806526805,0.46830000000000005,125213.2855721393,1264.13909,213.14839999999998,0,1004
624,635,2014210,2014317,477,82,107,53536,96,132,1364,0,1,100,0.915,0.5947,0.1028,0.0081,0.1341,1.0,1.0,2.6785,1.0414,2.0294,0.8972,-0.1232,0.9971,Dirtiness,11,107,0.10185185185185185,1177,629.5,2014263.5,236,36,112.0,45.446519524618,0.40492359932088284,189,0.7974683544303798,2.5105263157894737,0.7592592592592593,0.1678002010819474,0.40492359932088284,0.4053,53424.0,1267.97887325,172.935,0,477
620,637,2020002,2020117,695,99,117,88065,111,141,1364,0,1,100,0.9091,0.6445,0.1478,0.0125,0.1717,0.9829,1.0,2.842,1.2305,2.0607,0.8522,-0.0101,1.0,Dirtiness,17,115,0.14655172413793102,1955,628.5,2020059.5,264,30,126.53017241379311,45.02300613496933,0.3553169734151329,216,0.8150943396226416,3.2027649769585254,0.8389830508474576,0.18718793700794362,0.3553169734151329,0.35550000000000004,87938.46982758622,1269.60739575,196.3656,0,695
623,632,2030688,2030738,319,31,50,36546,101,133,1364,0,1,100,0.9135,0.2911,0.18,0.0066,0.2903,1.0,1.0,2.5038,0.9542,1.699,0.82,-0.105,0.7281,Dirtiness,9,50,0.17647058823529413,450,627.5,2030713.0,118,32,114.20625,81.03325942350332,0.7073170731707317,81,0.680672268907563,3.8902439024390243,0.6078431372549019,0.6108918357178568,0.7073170731707317,0.7089,36431.79375,1274.2724075,73.9935,0,319
621,632,2036193,2036297,585,91,105,65860,99,133,1364,0,1,100,0.9106,0.4886,0.1058,0.0081,0.1209,0.9905,1.0,2.7672,1.0414,2.017,0.8942,-0.1205,0.9964,Dirtiness,11,104,0.10476190476190476,1144,626.5,2036245.0,230,34,112.38907849829351,57.519650655021834,0.5109170305676856,196,0.8484848484848485,2.969543147208122,0.8584905660377359,0.1913560873936048,0.5109170305676856,0.5114000000000001,65747.6109215017,1275.7074925,178.4776,0,585
621,632,2046094,2046183,495,67,90,56735,99,143,1364,0,1,100,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,1.0,2.6946,1.0414,1.9494,0.8764,-0.1046,0.9891,Dirtiness,11,89,0.12222222222222222,979,626.5,2046138.5,200,44,114.3850806451613,57.892857142857146,0.5051020408163265,157,0.7810945273631841,3.132911392405063,0.7362637362637363,0.2523469961098495,0.5051020408163265,0.5056,56620.61491935484,1281.90577025,142.9642,0,495
623,632,2056310,2056391,492,59,83,55666,101,133,1364,0,1,100,0.9135,0.3251,0.1111,0.0066,0.1525,0.9759,1.0,2.692,0.9542,1.9085,0.8889,-0.1161,0.9451,Dirtiness,9,81,0.10975609756097561,729,627.5,2056350.5,180,32,112.91277890466532,76.25479452054795,0.673972602739726,142,0.7845303867403315,3.4405594405594404,0.7023809523809523,0.30660324038009984,0.673972602739726,0.6749,55553.08722109534,1290.35993875,129.71699999999998,0,492
621,633,2076516,2076679,969,124,163,103558,92,141,1364,0,1,100,0.9106,0.5046,0.0736,0.0088,0.0968,1.0,1.0,2.9863,1.0792,2.2122,0.9264,-0.1651,1.0,Dirtiness,12,163,0.07317073170731707,1956,627.0,2076597.5,350,49,106.76082474226804,52.91670924885028,0.49514563106796117,287,0.8176638176638177,3.3645833333333335,0.7560975609756098,0.14783068016649312,0.49514563106796117,0.49539999999999995,103451.23917525774,1302.0266325,261.3422,0,969
621,632,2086004,2086116,733,75,112,81625,98,127,1364,0,1,100,0.9106,0.405,0.0982,0.0081,0.1467,1.0,1.0,2.8651,1.0414,2.0492,0.9018,-0.13,0.998,Dirtiness,11,112,0.09734513274336283,1232,626.5,2086060.0,246,29,111.20572207084469,66.20032441200324,0.5944849959448499,187,0.757085020242915,3.898936170212766,0.6637168141592921,0.26340147727552965,0.5944849959448499,0.595,81513.79427792915,1306.91659,170.2822,0,733
621,633,2095554,2095693,975,107,141,121633,108,140,1364,0,1,100,0.9106,0.4155,0.0863,0.0088,0.1121,0.9858,1.0,2.989,1.0792,2.143,0.9137,-0.0254,0.9999,Dirtiness,12,139,0.08571428571428572,1668,627.0,2095623.5,302,32,124.62397540983606,72.87777112043139,0.5841821449970042,248,0.8184818481848185,3.9156626506024095,0.7535211267605634,0.1992067530932476,0.5841821449970042,0.5845,121508.37602459016,1313.9559345,225.8288,0,975
620,631,2104786,2104879,706,56,93,77840,96,127,1364,0,1,100,0.9091,0.3099,0.1183,0.0081,0.1964,1.0,1.0,2.8488,1.0414,1.9685,0.8817,-0.1386,0.9919,Dirtiness,11,93,0.11702127659574468,1023,625.5,2104832.5,208,31,110.0990099009901,76.015625,0.689453125,149,0.7129186602870813,4.706666666666667,0.5957446808510638,0.3995972278955759,0.689453125,0.6900999999999999,77729.900990099,1316.57272875,135.4559,0,706
619,630,2113679,2113824,926,113,146,98616,92,126,1364,0,1,100,0.9076,0.4194,0.0759,0.0081,0.0974,0.9931,1.0,2.9666,1.0414,2.1614,0.9241,-0.168,0.9998,Dirtiness,11,145,0.07534246575342465,1595,624.5,2113751.5,312,34,106.38187702265373,61.78947368421053,0.5802005012531328,259,0.8274760383386581,3.5615384615384613,0.7687074829931972,0.1734661934482662,0.5802005012531328,0.5806,98509.61812297735,1320.03781175,235.0684,0,926
619,630,2122174,2122284,653,90,110,71112,95,134,1366,0,1,100,0.9063,0.4603,0.1,0.0081,0.1222,1.0,1.0,2.8149,1.0414,2.0414,0.9,-0.1492,0.9977,Dirtiness,11,110,0.0990990990990991,1210,624.5,2122229.0,242,39,108.73394495412845,58.721717588769614,0.5392237819983484,200,0.823045267489712,3.2487562189054726,0.8108108108108109,0.20514087175761958,0.5392237819983484,0.5397000000000001,71003.26605504588,1325.3320105,181.26,0,653
617,623,2163461,2163487,104,25,26,11941,106,127,1364,0,1,100,0.9047,0.3333,0.2308,0.0044,0.24,1.0,1.0,2.017,0.7782,1.415,0.7692,-0.103,0.2739,Dirtiness,6,26,0.2222222222222222,156,620.0,2163474.0,64,21,113.72380952380952,76.05732484076434,0.6624203821656051,51,0.7846153846153846,2.0,0.9259259259259259,0.5022684642172768,0.6624203821656051,0.6667000000000001,11827.27619047619,1341.35388,46.1397,0,104
618,625,2172852,2172874,105,16,23,12094,106,125,1366,0,1,100,0.9048,0.3182,0.3182,0.0051,0.4375,0.9565,1.0,2.0212,0.8451,1.3424,0.6818,-0.1001,0.2712,Dirtiness,7,22,0.30434782608695654,154,621.5,2172863.0,58,19,114.09433962264151,78.02580645161291,0.6774193548387096,39,0.6610169491525424,2.625,0.6666666666666666,0.8669309556555277,0.6774193548387096,0.6818,11979.905660377359,1350.4343545,35.2872,0,105
