X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class,Aspect_Ratio,Perimeter_Ratio,Luminosity_Range,Avg_Luminosity,Compactness,Class_Encoded
1345,1358,4750803,4750788.5,51,14.0,11,6525.0,120,141,1650,1,0,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0.0,1.7076,1.1139,0.8451,-0.4615,-0.0005,0.1965,Bumps,-0.9629629629629629,1.1666666666666667,21,125.48076923076923,0.25888324873096447,0
146,169,4750803,4750788.5,76,24.0,7,10286.0,120,151,1650,1,0,69,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0.0,1.8808,1.3617,0.699,-0.7826,0.0574,0.223,Bumps,-1.7037037037037037,3.0,31,133.58441558441558,0.1317157712305026,0
305,313,836762,836771.0,51,10.0,9,5779.0,92,134,1690,1,0,140,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1147,0.1773,Bumps,0.8,1.0,42,111.13461538461539,0.504950495049505,0
1041,1056,1276792,1276817.0,252,20.0,25,28061.0,92,135,1652,1,0,100,0.7215,0.328,0.6,0.0091,0.75,1.0,1.0,2.4014,1.1761,1.3979,0.4,-0.1301,0.6189,Bumps,0.5769230769230769,0.7692307692307693,43,110.91304347826087,0.628428927680798,0
1261,1273,1592233,1592247.0,102,24.0,15,13464.0,118,149,1650,1,0,100,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,2.0086,1.0792,1.1461,0.1429,0.0313,0.2901,Bumps,0.8,1.5,31,130.71844660194174,0.17677642980935876,0
206,239,1785718,1785787.0,979,126.0,108,118187.0,106,141,1660,1,0,100,0.2482,0.5701,0.4783,0.0199,0.2619,0.6389,1.0,2.9908,1.5185,1.8389,0.5217,-0.0569,1.0,Bumps,0.4714285714285714,1.1559633027522935,35,120.59897959183674,0.06166152295773761,0
814,823,119924,119932.0,52,10.0,8,4695.0,74,103,1662,1,0,100,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,Bumps,1.0,1.1111111111111112,29,88.58490566037736,0.5148514851485149,0
673,695,890920,890940.0,290,28.0,22,26213.0,43,124,1710,1,0,100,0.7871,0.3409,0.9091,0.0129,0.7857,0.9091,0.0,2.4624,1.3424,1.301,-0.0909,-0.2938,0.7147,Bumps,1.0476190476190477,1.2173913043478262,81,90.07903780068729,0.36942675159235666,0
1161,1170,2173332,2173340.0,56,10.0,9,5966.0,90,124,1710,1,0,100,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1677,0.1773,Bumps,1.0,1.0,34,104.66666666666667,0.5544554455445545,0
912,927,3597508,3597517.0,56,19.0,11,7390.0,120,143,1658,1,0,100,0.8818,0.5852,0.6,0.0091,0.7895,0.8182,0.0,1.7482,1.1761,0.9542,-0.4,0.031,0.2469,Bumps,1.5,1.5833333333333333,23,129.64912280701753,0.15469613259668508,0
1145,1154,595201,595245.0,226,23.0,44,24834.0,93,126,1358,1,0,100,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,Bumps,0.2,0.5111111111111111,33,109.40088105726872,0.42641509433962266,0
1307,1325,971525,971551.0,187,32.0,28,20916.0,101,126,1358,1,0,100,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,Bumps,0.6666666666666666,1.103448275862069,25,111.25531914893617,0.1824390243902439,0
557,567,1130873,1130901.0,171,23.0,28,17836.0,92,124,1360,1,0,100,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.463,Bumps,0.3448275862068966,0.7931034482758621,32,103.69767441860465,0.32264150943396225,0
1245,1263,1349778,1349811.0,383,37.0,33,41476.0,97,125,1360,1,0,100,0.1426,0.3552,0.5454,0.0132,0.4865,1.0,1.0,2.5832,1.2553,1.5185,0.4545,-0.154,0.8749,Bumps,0.5294117647058824,1.088235294117647,28,108.01041666666667,0.27956204379562044,0
1272,1285,1954485,1954498.0,120,17.0,13,12847.0,83,132,1360,1,0,100,0.1103,0.2899,1.0,0.0096,0.7647,1.0,0.5,2.0792,1.1139,1.1139,0.0,-0.1636,0.2914,Bumps,0.9285714285714286,1.2142857142857142,49,106.17355371900827,0.41379310344827586,0
657,678,2134924,2134950.0,425,28.0,26,37025.0,48,124,1356,1,0,100,0.969,0.2216,0.8077,0.0155,0.75,1.0,1.0,2.6284,1.3222,1.415,0.1923,-0.3194,0.8355,Bumps,0.7777777777777778,1.037037037037037,76,86.9131455399061,0.5414012738853503,0
1175,1187,2488529,2488541.0,111,14.0,12,11868.0,93,124,1352,1,0,100,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,Bumps,0.9230769230769231,1.0769230769230769,31,105.96428571428571,0.5634517766497462,0
1307,1316,2633467,2633484.0,96,21.0,18,11447.0,108,134,1362,1,0,100,0.0676,0.3726,0.5294,0.0066,0.4286,0.9444,1.0,1.9823,0.9542,1.2305,0.4706,-0.0684,0.2699,Bumps,0.5,1.105263157894737,26,118.01030927835052,0.2171945701357466,0
919,931,3178549,3178563.0,133,14.0,14,14163.0,84,126,1358,1,0,100,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,Bumps,0.8,0.9333333333333333,42,105.69402985074628,0.6751269035532995,0
320,329,4750803,4750788.5,63,12.0,10,6884.0,89,126,1356,1,0,100,0.472,0.3,0.9,0.0066,0.75,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.1463,0.1954,Bumps,-0.6666666666666666,1.0909090909090908,37,107.5625,0.43448275862068964,0
661,669,2183073,2183084.0,69,11.0,11,6811.0,78,116,1362,1,0,120,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,Bumps,0.6666666666666666,0.9166666666666666,38,97.3,0.5655737704918032,0
553,567,745890,745905.0,165,16.0,15,16601.0,70,124,1632,1,0,100,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,Bumps,0.875,1.0,54,100.00602409638554,0.642023346303502,0
1467,1482,1144047,1144070.0,245,20.0,23,23122.0,56,118,1656,1,0,80,0.2101,0.2899,0.6522,0.0091,0.75,1.0,1.0,2.3892,1.1761,1.3617,0.3478,-0.2627,0.5708,Bumps,0.625,0.8333333333333334,62,93.99186991869918,0.6109725685785536,0
929,939,1248676,1248687.0,88,13.0,11,9120.0,88,118,1656,1,0,80,0.8659,0.2,0.9091,0.006,0.7692,1.0,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,Bumps,0.8333333333333334,1.0833333333333333,30,102.47191011235955,0.5176470588235295,0
165,176,1293999,1294012.0,106,11.0,13,11973.0,96,128,1654,1,0,80,0.1995,0.2587,0.8461,0.0066,1.0,1.0,1.0,2.0253,1.0414,1.1139,0.1539,-0.1176,0.257,Bumps,0.7857142857142857,0.7857142857142857,32,111.89719626168224,0.8688524590163934,0
267,280,1786108,1786124.0,154,19.0,16,17564.0,93,132,1656,1,0,80,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,Bumps,0.7647058823529411,1.1176470588235294,39,113.31612903225806,0.425414364640884,0
1605,1613,2158132,2158152.0,88,21.0,20,7182.0,67,100,1656,1,0,80,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,Bumps,0.38095238095238093,1.0,33,80.69662921348315,0.19909502262443438,0
1588,1602,2338856,2338875.0,169,20.0,19,14689.0,64,103,1654,1,0,80,0.0629,0.3647,0.7368,0.0085,0.7,1.0,1.0,2.2279,1.1461,1.2787,0.2632,-0.321,0.4399,Bumps,0.7,1.0,39,86.40588235294118,0.42144638403990026,0
957,966,2591828,2591841.0,80,12.0,13,8091.0,91,112,1648,1,0,80,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,Bumps,0.6428571428571429,0.8571428571428571,21,99.88888888888889,0.5517241379310345,0
248,255,3568704,3568718.0,63,12.0,14,7202.0,104,127,1648,1,0,80,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,Bumps,0.4666666666666667,0.8,23,112.53125,0.43448275862068964,0
847,858,3658081,3658092.0,84,15.0,11,8532.0,83,118,1646,1,0,80,0.9575,0.3058,1.0,0.0067,0.7333,1.0,0.5,1.9243,1.0414,1.0414,0.0,-0.2065,0.23,Bumps,0.9166666666666666,1.25,35,100.37647058823529,0.37168141592920356,0
953,962,3681237,3681252.0,79,12.0,15,8132.0,86,124,1646,1,0,80,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,Bumps,0.5625,0.75,38,101.65,0.5448275862068965,0
532,542,3706296,3706306.0,66,14.0,10,7519.0,97,132,1646,1,0,80,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,Bumps,0.9090909090909091,1.2727272727272727,35,112.22388059701493,0.3350253807106599,0
253,279,3802023,3802044.0,350,31.0,25,37664.0,78,134,1648,1,0,80,0.307,0.359,0.8077,0.0158,0.8387,0.84,0.0,2.5441,1.415,1.3222,-0.1923,-0.1593,0.8355,Bumps,1.1818181818181819,1.1923076923076923,56,107.3048433048433,0.36382536382536385,0
63,73,3947227,3947239.0,85,11.0,12,9693.0,95,133,1648,1,0,80,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,Bumps,0.7692307692307693,0.8461538461538461,38,112.70930232558139,0.6967213114754098,0
389,404,4072432,4072440.0,82,16.0,9,9431.0,100,127,1648,1,0,80,0.4721,0.3167,0.5333,0.0091,0.9375,0.8889,0.0,1.9138,1.1761,0.9031,-0.4667,-0.1015,0.2288,Bumps,1.6666666666666667,1.6,27,113.62650602409639,0.31906614785992216,0
576,583,4235272,4235283.0,60,11.0,11,6887.0,102,127,1648,1,0,80,0.699,0.2208,0.6364,0.0043,0.6364,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1033,0.1822,Bumps,0.5833333333333334,0.9166666666666666,25,112.90163934426229,0.4918032786885246,0
93,103,4630871,4630888.0,108,17.0,17,12886.0,102,135,1648,1,0,80,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,Bumps,0.5555555555555556,0.9444444444444444,33,118.22018348623853,0.3724137931034483,0
395,404,4726828,4726836.0,57,10.0,8,6684.0,101,136,1646,1,0,80,0.48,0.2083,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,Bumps,1.0,1.1111111111111112,35,115.24137931034483,0.5643564356435643,0
61,67,799291,799301.0,34,8.0,10,2588.0,61,100,1690,1,0,140,0.0722,0.4333,0.6,0.0036,0.75,1.0,1.0,1.5315,0.7782,1.0,0.4,-0.38760000000000006,0.1659,Bumps,0.5454545454545454,0.7272727272727273,39,73.94285714285714,0.5230769230769231,0
1538,1562,830518,830524.0,51,25.0,11,4561.0,77,103,1686,1,0,140,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,Bumps,3.4285714285714284,2.0833333333333335,26,87.71153846153847,0.08146964856230032,0
477,488,1134907,1134921.0,116,18.0,14,11801.0,64,134,1692,1,0,140,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,Bumps,0.7333333333333333,1.2,70,100.86324786324786,0.3569230769230769,0
965,975,1219062,1219077.0,79,17.0,15,10188.0,115,149,1682,1,0,140,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,Bumps,0.625,1.0625,34,127.35,0.27241379310344827,0
1474,1489,1248833,1248844.0,114,18.0,12,13680.0,101,141,1694,1,0,60,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.286,Bumps,1.25,1.3846153846153846,40,118.95652173913044,0.3507692307692308,0
933,941,271824,271831.0,38,9.0,7,3963.0,85,119,1696,1,0,100,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,1.5798,0.9031,0.8451,-0.125,-0.1852,0.1622,Bumps,1.0,1.125,34,101.61538461538461,0.4634146341463415,0
1135,1141,287964,287972.0,32,9.0,8,3772.0,105,133,1698,1,0,100,0.6561,0.3333,0.75,0.0035,0.6667,1.0,1.0,1.5051,0.7782,0.9031,0.25,-0.0791,0.1551,Bumps,0.6666666666666666,1.0,28,114.3030303030303,0.3902439024390244,0
1179,1185,496422,496428.0,25,6.0,6,2918.0,105,133,1694,1,0,100,0.6009,0.3056,1.0,0.0035,1.0,1.0,0.5,1.3979,0.7782,0.7782,0.0,-0.0881,0.1449,Bumps,0.8571428571428571,0.8571428571428571,28,112.23076923076923,0.6756756756756757,0
976,985,733668,733675.0,45,10.0,7,4664.0,86,126,1694,1,0,100,0.8371,0.2857,0.7778,0.0053,0.9,1.0,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,Bumps,1.125,1.25,40,101.3913043478261,0.44554455445544555,0
611,625,468991,469023.0,223,31.0,32,25800.0,106,130,1626,1,0,70,0.7515,0.5022,0.4375,0.0086,0.4516,1.0,1.0,2.3483,1.1461,1.5051,0.5625,-0.0961,0.7254,Bumps,0.42424242424242425,0.9393939393939394,24,115.17857142857143,0.23180873180873182,0
1441,1450,492452,492461.0,62,12.0,9,6582.0,91,124,1626,1,0,70,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,Bumps,0.9,1.2,33,104.47619047619048,0.42758620689655175,0
359,370,652992,653004.0,84,13.0,12,9522.0,87,134,1628,1,0,70,0.441,0.3636,0.9167,0.0068,0.8461,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.1144,0.2432,Bumps,0.8461538461538461,1.0,47,112.02352941176471,0.49411764705882355,0
1224,1237,812031,812044.0,137,16.0,13,14536.0,81,128,1626,1,0,70,0.4785,0.1893,1.0,0.008,0.8125,1.0,0.5,2.1367,1.1139,1.1139,0.0,-0.1711,0.2914,Bumps,0.9285714285714286,1.1428571428571428,47,105.33333333333333,0.5330739299610895,0
729,742,832264,832282.0,148,21.0,19,15761.0,96,117,1626,1,0,70,0.8967,0.3675,0.7222,0.008,0.6191,0.9474,1.0,2.1703,1.1139,1.2553,0.2778,-0.168,0.3882,Bumps,0.6842105263157895,1.05,21,105.77852348993288,0.334841628959276,0
869,877,899390,899399.0,52,9.0,9,5483.0,91,119,1626,1,0,70,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,Bumps,0.8,0.9,28,103.45283018867924,0.6341463414634146,0
1009,1020,1067161,1067171.0,68,14.0,10,7634.0,96,132,1624,1,0,70,0.7438,0.3818,0.9091,0.0068,0.7857,1.0,0.0,1.8325,1.0414,1.0,-0.0909,-0.1229,0.2173,Bumps,1.0,1.2727272727272727,36,110.6376811594203,0.34517766497461927,0
1410,1420,1164921,1164931.0,60,12.0,10,6342.0,88,124,1624,1,0,70,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,Bumps,0.9090909090909091,1.0909090909090908,36,103.9672131147541,0.41379310344827586,0
1515,1528,1206028,1206040.0,113,14.0,12,10683.0,75,110,1624,1,0,70,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,Bumps,1.0,1.0769230769230769,35,93.71052631578948,0.5736040609137056,0
386,394,1304617,1304626.0,51,10.0,9,5795.0,100,133,1624,1,0,70,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,Bumps,0.8,1.0,33,111.4423076923077,0.504950495049505,0
1267,1278,1340865,1340875.0,70,12.0,10,7890.0,91,131,1624,1,0,70,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,Bumps,1.0,1.0909090909090908,40,111.12676056338029,0.4827586206896552,0
1065,1075,1379196,1379206.0,66,13.0,10,7502.0,98,135,1624,1,0,70,0.6761,0.34,1.0,0.0062,0.7692,1.0,0.5,1.8195,1.0,1.0,0.0,-0.112,0.2061,Bumps,0.9090909090909091,1.1818181818181819,37,111.97014925373135,0.38823529411764707,0
1297,1308,1439661,1439674.0,104,16.0,13,12367.0,110,132,1626,1,0,70,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,Bumps,0.7857142857142857,1.1428571428571428,22,117.78095238095239,0.4046692607003891,0
101,114,1467096,1467110.0,140,18.0,14,15073.0,90,127,1624,1,0,70,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,Bumps,0.8666666666666667,1.2,37,106.90070921985816,0.4307692307692308,0
924,935,1519112,1519120.0,64,14.0,8,6913.0,94,121,1624,1,0,70,0.8485,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8062,1.0414,0.9031,-0.2727,-0.1561,0.1934,Bumps,1.2222222222222223,1.5555555555555556,27,106.35384615384615,0.3248730964467005,0
993,1004,1589161,1589168.0,57,12.0,7,6528.0,103,126,1626,1,0,70,0.7651,0.2597,0.6364,0.0068,0.9167,1.0,0.0,1.7559,1.0414,0.8451,-0.3636,-0.1053,0.1822,Bumps,1.375,1.5,23,112.55172413793103,0.3931034482758621,0
996,1009,1627293,1627306.0,114,16.0,14,12284.0,79,126,1626,1,0,70,0.7589,0.3254,1.0,0.008,0.8125,0.9286,0.5,2.0569,1.1139,1.1139,0.0,-0.1582,0.2914,Bumps,0.9285714285714286,1.0666666666666667,47,106.81739130434782,0.44357976653696496,0
984,994,1802170,1802178.0,58,10.0,8,6651.0,99,134,1628,1,0,70,0.7789,0.275,0.8,0.0061,1.0,1.0,0.0,1.7634,1.0,0.9031,-0.2,-0.1041,0.1852,Bumps,1.1111111111111112,1.1111111111111112,35,112.72881355932203,0.5742574257425742,0
586,616,1862942,1862979.0,767,42.0,37,55228.0,12,134,1624,1,0,70,0.7217,0.309,0.8108,0.0185,0.7143,1.0,1.0,2.8848,1.4771,1.5682,0.1892,-0.38760000000000006,0.9954,Bumps,0.7894736842105263,1.105263157894737,122,71.91145833333333,0.4345609065155807,0
1215,1223,1940686,1940699.0,66,10.0,13,7467.0,101,123,1624,1,0,70,0.4938,0.3654,0.6154,0.0049,0.8,1.0,1.0,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,Bumps,0.5714285714285714,0.7142857142857143,22,111.44776119402985,0.6534653465346535,0
990,998,1973168,1973176.0,59,8.0,8,6543.0,93,122,1622,1,0,70,0.7694,0.0781,1.0,0.0049,1.0,1.0,0.5,1.7708,0.9031,0.9031,0.0,-0.1336,0.1696,Bumps,0.8888888888888888,0.8888888888888888,29,109.05,0.9076923076923077,0
1233,1245,2093622,2093633.0,93,14.0,11,10797.0,91,134,1696,1,0,85,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,1.9685,1.0792,1.0414,-0.0833,-0.093,0.2432,Bumps,1.0,1.1666666666666667,43,114.86170212765957,0.4720812182741117,0
853,862,15184,15196.0,84,11.0,12,10694.0,102,150,1696,1,0,85,0.9835,0.2222,0.75,0.0053,0.8182,1.0,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,Bumps,0.6923076923076923,0.8461538461538461,48,125.81176470588235,0.6885245901639344,0
1123,1140,34172,34180.0,76,18.0,8,10680.0,130,150,1698,1,0,85,0.6572,0.4412,0.4706,0.01,0.9444,1.0,0.0,1.8808,1.2305,0.9031,-0.5294,0.0979,0.2482,Bumps,1.8888888888888888,2.0,20,138.7012987012987,0.23384615384615384,0
965,975,71777,71788.0,63,16.0,12,9037.0,136,156,1696,1,0,85,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,Bumps,0.8333333333333334,1.2307692307692308,20,141.203125,0.245136186770428,0
806,815,1204128,1204136.0,52,10.0,8,5328.0,83,124,1352,1,0,80,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,Bumps,1.0,1.1111111111111112,41,100.52830188679245,0.5148514851485149,0
726,738,1286481,1286491.0,84,12.0,10,8949.0,84,125,1352,1,0,80,0.9083,0.3,0.8333,0.0089,1.0,1.0,0.0,1.9243,1.0792,1.0,-0.1667,-0.1677,0.2288,Bumps,1.0909090909090908,1.0909090909090908,41,105.28235294117647,0.5793103448275863,0
770,780,1608591,1608609.0,121,14.0,18,12773.0,91,124,1354,1,0,80,0.8479,0.3278,0.5556,0.0074,0.7143,1.0,1.0,2.0828,1.0,1.2553,0.4444,-0.1753,0.3068,Bumps,0.5263157894736842,0.7368421052631579,33,104.69672131147541,0.6142131979695431,0
893,902,1664446,1664455.0,61,11.0,9,6682.0,92,133,1356,1,0,80,0.6696,0.2469,1.0,0.0066,0.8182,1.0,0.5,1.7853,0.9542,0.9542,0.0,-0.1442,0.1862,Bumps,0.9,1.1,41,107.7741935483871,0.5,0
559,571,1975680,1975691.0,75,15.0,11,8166.0,89,140,1352,1,0,80,0.8269,0.4318,0.9167,0.0089,0.8,1.0,0.0,1.8751,1.0792,1.0414,-0.0833,-0.1494,0.2432,Bumps,1.0,1.25,51,107.44736842105263,0.33185840707964603,0
919,928,2702154,2702164.0,72,14.0,10,7551.0,82,132,1356,1,0,80,0.6313,0.2,0.9,0.0066,0.6429,1.0,1.0,1.8573,0.9542,1.0,0.1,-0.1807,0.1954,Bumps,0.8181818181818182,1.2727272727272727,50,103.43835616438356,0.36548223350253806,0
895,904,4750803,4750788.5,50,11.0,9,6005.0,112,127,1360,0,1,40,0.6706,0.3827,1.0,0.0066,0.8182,1.0,0.5,1.699,0.9542,0.9542,0.0,-0.0617,0.1862,Bumps,-0.6666666666666666,1.1,15,117.74509803921569,0.4098360655737705,0
312,322,4750803,4750788.5,88,13.0,12,9643.0,91,126,1358,0,1,40,0.4595,0.2667,0.8333,0.0074,0.7692,1.0,1.0,1.9445,1.0,1.0792,0.1667,-0.1439,0.2288,Bumps,-0.7407407407407407,1.0,35,108.34831460674157,0.5176470588235295,0
1145,1159,4750803,4750788.5,107,15.0,12,12374.0,104,126,1358,0,1,40,0.2931,0.3631,0.8571,0.0103,0.9333,1.0,0.0,2.0294,1.1461,1.0792,-0.1429,-0.0965,0.2901,Bumps,-1.037037037037037,1.1538461538461537,22,114.57407407407408,0.47345132743362833,0
681,692,564704,564721.0,147,17.0,17,14809.0,78,118,1358,0,1,50,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,2.1673,1.0414,1.2305,0.3529,-0.213,0.3168,Bumps,0.6111111111111112,0.9444444444444444,40,100.0608108108108,0.506896551724138,0
771,778,1264388,1264403.0,84,9.0,15,9968.0,107,133,1358,0,1,50,0.8542,0.2,0.4667,0.0052,0.7778,1.0,1.0,1.9243,0.8451,1.1761,0.5333,-0.0729,0.2116,Bumps,0.4375,0.5625,26,117.27058823529411,1.024390243902439,0
755,761,1362991,1362998.0,32,6.0,7,3355.0,98,111,1358,0,1,50,0.8792,0.2381,0.8571,0.0044,1.0,1.0,1.0,1.5051,0.7782,0.8451,0.1429,-0.1809,0.1499,Bumps,0.75,0.75,13,101.66666666666667,0.8648648648648649,0
735,746,1759941,1759951.0,62,11.0,10,6884.0,93,127,1360,0,1,50,0.9029,0.4364,0.9091,0.0081,1.0,1.0,0.0,1.7924,1.0414,1.0,-0.0909,-0.1326,0.2173,Bumps,1.0,1.0,34,109.26984126984127,0.5081967213114754,0
338,348,393428,393468.0,273,31.0,40,29865.0,93,125,1376,0,1,40,0.4913,0.3175,0.25,0.0073,0.3226,1.0,1.0,2.4362,1.0,1.6021,0.75,-0.1453,0.6574,Bumps,0.24390243902439024,0.7560975609756098,32,108.9963503649635,0.28378378378378377,0
496,527,3889348,3889402.0,1176,67.0,60,117153.0,56,124,1668,0,1,40,0.5947,0.2975,0.5741,0.0186,0.4627,0.9,1.0,3.0704,1.4914,1.7324,0.4259,-0.2217,0.9999,Bumps,0.5636363636363636,1.098360655737705,68,99.53525913338997,0.2619153674832962,0
1259,1302,3928519,3928612.0,1929,96.0,95,193244.5,69,132,1664,0,1,40,0.4351,0.3999,0.4624,0.0258,0.4479,0.979,1.0,3.3802,1.6335,1.9685,0.5376,-0.153,1.0,Bumps,0.4574468085106383,1.0,63,100.12668393782383,0.20928718672019095,0
734,747,3980510,3980528.0,177,18.0,18,19435.0,91,126,1666,0,1,40,0.8812,0.2436,0.7222,0.0078,0.7222,1.0,1.0,2.248,1.1139,1.2553,0.2778,-0.1422,0.3882,Bumps,0.6842105263157895,0.9473684210526315,35,109.18539325842697,0.5446153846153846,0
733,740,4022585,4022595.0,61,10.0,10,6588.0,91,119,1668,0,1,40,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,1.7853,0.8451,1.0,0.3,-0.1563,0.1753,Bumps,0.6363636363636364,0.9090909090909091,28,106.25806451612904,0.6039603960396039,0
1110,1126,4349724,4349745.0,220,19.0,21,27851.0,115,140,1666,0,1,40,0.6483,0.3452,0.7619,0.0096,0.8421,1.0,1.0,2.3424,1.2041,1.3222,0.2381,-0.011,0.556,Bumps,0.7272727272727273,0.8636363636363636,25,126.02262443438914,0.6077348066298343,0
282,291,455871,455881.0,67,11.0,10,7391.0,96,125,1374,0,1,40,0.4105,0.2556,0.9,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.1382,0.1954,Bumps,0.8181818181818182,1.0,29,108.69117647058823,0.5491803278688525,0
572,584,228293,228336.0,341,39.0,43,44484.0,121,140,1362,0,1,40,0.8399,0.3392,0.2791,0.0088,0.3077,1.0,1.0,2.5327,1.0792,1.6335,0.7209,0.0192,0.8061,Bumps,0.2727272727272727,0.8863636363636364,19,130.0701754385965,0.2240473061760841,0
522,528,281944,281958.0,57,8.0,14,6661.0,110,125,1362,0,1,40,0.7665,0.3214,0.4286,0.0044,0.75,1.0,1.0,1.7559,0.7782,1.1461,0.5714,-0.087,0.1892,Bumps,0.4,0.5333333333333333,15,114.84482758620689,0.8769230769230769,0
